drug_name,ndc,form,strength,mfg,acq,awp,dispensed,p_update,rxCUI,epc_class,drug_class
DEMECLOCYCL  TAB 150MG,42806-0143-01,TABS,150MG,EPIC PHARM,178.5,1880.24,11-22-24,09-04-24,905341,ABX ORALS (TABS),Oral Antibiotic (TAB)
DOXYCYCLINE  TAB 150MG,27241-0154-02,TABS,150MG,AJANTA PHA,0,1871.64,0:00:00,11-17-23,1650446,ABX ORALS (TABS),Oral Antibiotic (TAB)
FLUOXETINE   CAP 40MG,50228-0115-05,CAPS,40MG,SCIEGEN PH,14.59,2544.15,0:00:00,11-14-24,313989,Oral Medication,Oral Antidepressant (Fluoxetine) (CAP)
SERTRALINE   TAB 25MG,68180-0351-03,TABS,25MG,LUPIN PHRM,13.07,2851.22,0:00:00,11-14-24,312940,ANTIDEPRESSANT (TABS),Oral Antidepressant (TAB)
SERTRALINE   TAB 25MG,70010-0203-05,TABS,25MG,GRANULES,7.32,1424.15,0:00:00,11-14-24,312940,ANTIDEPRESSANT (TABS),Oral Antidepressant (TAB)
SERTRALINE   TAB 25MG,70010-0203-05,TABS,25MG,GRANULES,7.32,1424.15,0:00:00,11-14-24,312940,ANTIDEPRESSANT (TABS),Oral Antidepressant (TAB)
PAROXETINE   TAB 40MG,43547-0350-11,TABS,40MG,SOLCO HC,28.25,3000,0:00:00,11-14-24,1738511,ANTIDEPRESSANT (TABS),Oral Antidepressant (TAB)
PAROXETINE   TAB 40MG,68382-0001-05,TABS,40MG,ZYDUS PHAR,28.25,1486.5,0:00:00,11-14-24,1738511,ANTIDEPRESSANT (TABS),Oral Antidepressant (TAB)
PAROXETINE   TAB 40MG,68382-0001-05,TABS,40MG,ZYDUS PHAR,28.25,1486.5,0:00:00,11-14-24,1738511,ANTIDEPRESSANT (TABS),Oral Antidepressant (TAB)
PAROXETINE   TAB 40MG,43547-0350-11,TABS,40MG,SOLCO HC,28.25,3000,0:00:00,11-14-24,1738511,ANTIDEPRESSANT (TABS),Oral Antidepressant (TAB)
MIRTAZAPINE  TAB 15MG,57237-0008-05,TABS,15MG,RISING,13.46,1350,0:00:00,04-08-24,311725,ANTIDEPRESSANT (TABS),Oral Antidepressant (TAB)
SERTRALINE   TAB 25MG,68180-0351-03,TABS,25MG,LUPIN PHRM,13.07,2851.22,0:00:00,11-14-24,312940,ANTIDEPRESSANT (TABS),Oral Antidepressant (TAB)
ITRACONAZOLE CAP 100MG,10147-1700-03,CAPS,100MG,,0,278.31,0:00:00,10-10-23,311204,Oral Medication,Oral Antifungal (CAP)
METRONIDAZOLE CAP 500MG,29300-0227-46,CAPS,500MG,UNICHEM,0,35.75,0:00:00,11-02-24,311681,Oral Medication,Oral Antifungal (CAP)
ZELAC        CAP,69067-0070-30,CAPS,,FOXLAND,385,1950,0:00:00,02-28-22,2166201,Oral Medication,Oral Antifungal (CAP)
FLUCONAZOLE  TAB 150MG,55111-0145-12,TABS,150MG,DR.REDDY'S,3.2,167.2,03-20-23,12-12-22,197699,ANTI-FUNGAL (TABS),Oral Antifungal (TAB)
FLUCONAZOLE  TAB 100MG,70710-1138-01,TABS,100MG,ZYDUS PHAR,7.93,831.63,07-11-23,05-20-21,197698,ANTI-FUNGAL (ORAL) (TABS),Oral Antifungal (TAB)
FLUCONAZOLE TAB 200MG,62559-0993-30,TAB,200MG,ANI PHARMA,4.35,429.74,0:00:00,07-26-24,197700,Oral Medication,Oral Antifungal (TAB)
FLUCONAZOLE  TAB 100MG,68462-0102-30,TABS,100MG,GLENMARK,5.99,264.09,0:00:00,05-19-23,197698,ANTI-FUNGAL (ORAL) (TABS),Oral Antifungal (TAB)
FLUCONAZOLE  TAB 100MG,70710-1138-03,TABS,100MG,ZYDUS PHAR,0,262.62,0:00:00,08-30-24,197698,ANTI-FUNGAL (ORAL) (TABS),Oral Antifungal (TAB)
FLUCONAZOLE TAB 100MG,62559-0991-30,TAB,100MG,ANI PHARMA,3.39,262.62,08-02-24,04-24-24,197698,Oral Medication,Oral Antifungal (TAB)
FLUCONAZOLE  TAB 200MG,70710-1140-03,TABS,200MG,ZYDUS PHAR,4.22,429.75,10-30-24,08-29-24,197700,ANTI-FUNGAL (ORAL) (TABS),Oral Antifungal (TAB)
DERMACINRX   TAB RIBOT-E,59088-0182-58,TABS,RIBOT-E,PURE TEK,550,1740,0:00:00,08-20-21,90,ANTI-FUNGAL (TABS),Oral Antifungal (TAB)
HYDROXYZ HCL TAB 10MG,16571-0113-01,Tab,10 MG,PACK PHARM,1.72,62.36,0:00:00,07-23-24,995218,Oral Medication,Oral Antihistamine (TAB)
HYDROXYZ HCL TAB 10MG,16571-0113-01,Tab,10 MG,PACK PHARM,1.72,62.36,0:00:00,07-23-24,995218,Oral Medication,Oral Antihistamine (TAB)
HYDROXYZ HCL TAB 10MG,16571-0113-01,Tab,10 MG,PACK PHARM,1.72,62.36,0:00:00,07-23-24,995218,Oral Medication,Oral Antihistamine (TAB)
HYDROXYZ HCL TAB 10MG,00093-5060-01,TABS,10MG,TEVA USA,1.62,65,03-27-23,08-29-24,995218,ANTIHISTAMINE (TABS),Oral Antihistamine (TAB)
HYDROXYZ HCL TAB 10MG,00093-5060-01,TABS,10MG,TEVA USA,1.62,65,03-27-23,08-29-24,995218,ANTIHISTAMINE (TABS),Oral Antihistamine (TAB)
HYDROXYZ HCL TAB 10MG,00093-5060-01,TABS,10MG,TEVA USA,1.62,65,03-27-23,08-29-24,995218,ANTIHISTAMINE (TABS),Oral Antihistamine (TAB)
HYDROXYZ HCL TAB 10MG,16714-0081-10,TABS,10MG,NORTHSTAR,1.62,63.46,11-14-24,11-28-22,995218,ANTIHISTAMINE (TABS),Oral Antihistamine (TAB)
MONTELUKAST  TAB 10MG,16729-0119-17,TABS,10MG,ACCORD HEA,26.15,5656.67,0:00:00,10-20-22,200224,ANTIHISTAMINE (TABS),Oral Antihistamine (TAB)
MONTELUKAST  TAB 10MG,16729-0119-17,TABS,10MG,ACCORD HEA,26.15,5656.67,0:00:00,10-20-22,200224,ANTIHISTAMINE (TABS),Oral Antihistamine (TAB)
MONTELUKAST  TAB 10MG,31722-0726-10,TABS,10MG,CAMBER PHA,25.22,5656.67,0:00:00,04-08-24,200224,ANTIHISTAMINE (TABS),Oral Antihistamine (TAB)
MONTELUKAST  TAB 10MG,31722-0726-10,TABS,10MG,CAMBER PHA,25.22,5656.67,0:00:00,04-08-24,200224,ANTIHISTAMINE (TABS),Oral Antihistamine (TAB)
HYDROXYZ HCL TAB 25MG,00093-5061-01,TABS,25MG,TEVA USA,2.25,91.46,05-01-24,11-06-23,995258,ANTIHISTAMINE (TABS),Oral Antihistamine (TAB)
HYDROXYZ HCL TAB 10MG,16714-0081-10,TABS,10MG,NORTHSTAR,1.62,63.46,11-14-24,11-28-22,995218,ANTIHISTAMINE (TABS),Oral Antihistamine (TAB)
HYDROXYZ HCL TAB 10MG,16714-0081-10,TABS,10MG,NORTHSTAR,1.62,63.46,11-14-24,11-28-22,995218,ANTIHISTAMINE (TABS),Oral Antihistamine (TAB)
LEVOCETIRIZI TAB 5MG,31722-0551-90,TABS,5MG,CAMBER PHA,3.55,276.88,04-18-24,08-29-24,855172,ANTIHISTAMINES (TABS),Oral Antihistamines (TAB)
LEVOCETIRIZI TAB 5MG,33342-0200-10,TABS,5MG,MACLEODS,2.39,276.9,11-21-24,10-16-24,855172,ANTIHISTAMINES (TABS),Oral Antihistamines (TAB)
CETIRIZINE   TAB 10MG,16571-0402-10,TABS,10MG,PACK PHARM,2.48,249.4,0:00:00,02-28-22,1014678,ANTIHISTAMINES (TABS),Oral Antihistamines (TAB)
LEVOCETIRIZI TAB 5MG,68462-0346-90,TABS,5MG,GLENMARK,1.95,276.9,0:00:00,07-18-24,855172,ANTIHISTAMINES (TABS),Oral Antihistamines (TAB)
CETIRIZINE   TAB 10MG,43598-0811-12,TAB,10MG,DR.REDDY'S,3.99,7.14,10-11-24,08-29-24,1014678,Oral Medication,Oral Antihistamines (TAB)
LORATADINE   TAB 10MG,16571-0822-03,TABS,10MG,RISING,0,9.02,11-03-23,10-24-23,311372,ANTIHISTAMINES (TABS),Oral Antihistamines (TAB)
LORATADINE   TAB 10MG,45802-0650-87,TABS,10MG,PADAGIS,10.4,90.2,0:00:00,10-27-21,311372,ANTIHISTAMINES (TABS),Oral Antihistamines (TAB)
CETIRIZINE   TAB 5MG,16571-0401-10,TABS,5MG,PACK PHARM,3.99,249.4,11-14-24,03-29-23,1014676,ANTIHISTAMINES (TABS),Oral Antihistamines (TAB)
ALLERGY RELI TAB 10MG,69230-0304-01,TABS,10MG,CAMBER CON,3.99,249.75,0:00:00,10-19-22,1014678,ANTIHISTAMINES (TABS),Oral Antihistamines (TAB)
CETIRIZINE   TAB 10MG,16714-0799-04,TABS,10MG,NORTHSTAR,13.75,765.42,0:00:00,10-26-21,1014678,ANTIHISTAMINES (TABS),Oral Antihistamines (TAB)
ALLERGY RELF TAB 5MG,69230-0321-10,TABS,5MG,,50.4,353,0:00:00,08-03-21,855172,ANTIHISTAMINES (TABS),Oral Antihistamines (TAB)
CYPROHEPTAD  TAB 4MG,00115-1757-01,TABS,4MG,AMNEAL,11.19,160.73,0:00:00,08-03-21,866144,ANTIHISTAMINES (TABS),Oral Antihistamines (TAB)
CETIRIZINE   TAB 10MG,16714-0799-02,TABS,10MG,NORTHSTAR,3.27,246.83,0:00:00,10-04-21,1014678,ANTIHISTAMINES (TABS),Oral Antihistamines (TAB)
LEVOCETIRIZI TAB 5MG,42571-0122-90,TABS,5MG,MICRO LAB,2.4,276.89,04-10-23,02-23-23,855172,ANTIHISTAMINES (TABS),Oral Antihistamines (TAB)
CARBINOXAMIN TAB 6MG,69067-0240-20,TABS,6MG,FOXLAND,565,1180,0:00:00,05-04-22,1795581,ANTIHISTAMINES (TABS),Oral Antihistamines (TAB)
DESLORATADIN TAB 5MG,68180-0153-01,TABS,5MG,LUPIN PHRM,19.39,501.83,0:00:00,08-03-21,349420,ANTIHISTAMINES (TABS),Oral Antihistamines (TAB)
VITREXATE    TAB,59088-0167-54,TABS,,PURE TEK,525,2250,03-24-21,03-26-21,2395510,ANTINEOPLASTIC (TABS),Oral Antineoplastic (TAB)
BENZONATATE  CAP 200MG,42192-0618-05,CAPS,200MG,ACELLA PH,17.99,2145.45,0:00:00,04-08-24,283417,Oral Medication,Oral Antitussive (CAP)
VALACYCLOVIR TAB 1GM,31722-0705-90,TABS,1GM,CAMBER PHA,0,1137.8,0:00:00,01-11-24,313564,ANTIVIRAL (TABS),Oral Antiviral (TAB)
ACYCLOVIR    TAB 400MG,69452-0290-20,TABS,400MG,BIONPHARMA,0,145.32,10-24-24,10-15-24,197311,ANTIVIRAL (TABS),Oral Antiviral (TAB)
ACYCLOVIR    TAB 800MG,10544-0204-35,TABS,800MG,BLENHEIM,0,147.56,0:00:00,04-08-24,197313,ANTIVIRAL (TABS),Oral Antiviral (TAB)
VALACYCLOVIR TAB 1GM,57237-0043-30,TABS,1GM,RISING,13.99,379.26,10-01-24,03-10-21,313564,ANTIVIRAL (TABS),Oral Antiviral (TAB)
VALACYCLOVIR TAB 1GM,57237-0043-90,TABS,1GM,RISING,29.5,1080.89,08-02-23,06-21-23,313564,ANTIVIRAL (TABS),Oral Antiviral (TAB)
VALACYCLOVIR TAB 500MG,00378-4275-93,TABS,500MG,MYLAN,5.19,216.72,10-14-24,07-06-21,313565,ANTIVIRAL (TABS),Oral Antiviral (TAB)
UTRA CALCIUM TAB + VIT D3,83035-1814-06,TABS,#NAME?,SINGULAR D,0,36.25,0:00:00,02-29-24,428485,BONE HEALTH (TABS),Oral Bone Health (TAB)
ALENDRONATE  TAB 10MG,16714-0631-02,TABS,10MG,NORTHSTAR,3.75,292.33,0:00:00,09-18-24,904419,BONE RESORPTION INHIBITOR (TABS),Oral Bone Resorption Inhibitor (TAB)
ALENDRONATE  TAB 10MG,16714-0631-02,TABS,10MG,NORTHSTAR,3.75,292.33,0:00:00,09-18-24,904419,BONE RESORPTION INHIBITOR (TABS),Oral Bone Resorption Inhibitor (TAB)
ALENDRONATE  TAB 10MG,64980-0340-01,TABS,10MG,RISING,5.61,292.25,0:00:00,09-18-24,904419,BONE RESORPTION INHIBITOR (TABS),Oral Bone Resorption Inhibitor (TAB)
ALLERGY 24HR TAB 180MG,69230-0202-60,TABS,180MG,CAMBER CON,6,19.08,0:00:00,10-27-21,997420,BONE RESORPTION INHIBITOR (TABS),Oral Bone Resorption Inhibitor (TAB)
ALLOPURINOL  TAB 100MG,23155-0693-10,TABS,100MG,AVET PHARM,15.7,436.37,0:00:00,09-18-24,197319,BONE RESORPTION INHIBITOR (TABS),Oral Bone Resorption Inhibitor (TAB)
ALENDRONATE  TAB 10MG,64980-0340-01,TABS,10MG,RISING,5.61,292.25,0:00:00,09-18-24,904419,BONE RESORPTION INHIBITOR (TABS),Oral Bone Resorption Inhibitor (TAB)
VENEXA       TAB,59088-0176-54,TABS,,PURE TEK,550,1930,06-25-21,03-06-21,2475946,CONTRACEPTIVE (TABS),Oral Contraceptive (TAB)
PNV TAB 20-1 TAB,71741-0091-30,TABS,,REDMONT,0,1383.9,0:00:00,03-17-21,2476274,CONTRACEPTIVE (TABS),Oral Contraceptive (TAB)
VENEXA FE    TAB,59088-0177-54,TABS,,PURE TEK,550,1930,05-31-21,05-24-21,2475991,CONTRACEPTIVE (TABS),Oral Contraceptive (TAB)
PRENATRYL    TAB,59088-0169-54,TABS,,PURE TEK,525,2250,0:00:00,03-26-21,2467122,CONTRACEPTIVE (TABS),Oral Contraceptive (TAB)
CRYSELLE-28  TAB 28 TABS,00555-9049-58,TABS,28 TABS,TEVA USA,0,183.12,09-02-21,03-04-21,750265,CONTRACEPTIVE (TABS),Oral Contraceptive (TAB)
PRENATRIX    TAB,59088-0166-54,TABS,,PURE TEK,0,2100,0:00:00,11-01-21,2672387,CONTRACEPTIVE (TABS),Oral Contraceptive (TAB)
WELLFOLA     TAB,71741-0365-30,TABS,,REDMONT,499,1930,0:00:00,09-09-23,2643756,CONTRACEPTIVE (TABS),Oral Contraceptive (TAB)
MILI         TAB 0.25/35,65862-0776-85,TABS,0.25/35,AUROBINDO,3.88,96.69,11-15-24,10-04-21,1800499,CONTRACEPTIVE (TABS),Oral Contraceptive (TAB)
SPIRONOLACT  TAB 50MG,69584-0853-50,TABS,50MG,OXFORD PHA,21,388.1,11-22-24,04-06-23,198223,DIURETIC (TABS),Oral Diuretic (TAB)
SPIRONOLACT  TAB 100MG,16729-0227-01,TABS,100MG,ACCORD HEA,8.36,142.49,0:00:00,07-06-22,198222,DIURETIC (TABS),Oral Diuretic (TAB)
SPIRONOLACT  TAB 50MG,69584-0853-10,TABS,50MG,OXFORD PHA,6.2,81.7,0:00:00,05-19-23,198223,DIURETIC (TABS),Oral Diuretic (TAB)
SPIRONOLACT  TAB 50MG,69584-0853-10,TABS,50MG,OXFORD PHA,6.2,81.7,0:00:00,05-19-23,198223,DIURETIC (TABS),Oral Diuretic (TAB)
SPIRONOLACT  TAB 50MG,69584-0853-10,TABS,50MG,OXFORD PHA,6.2,81.7,0:00:00,05-19-23,198223,DIURETIC (TABS),Oral Diuretic (TAB)
SPIRONOLACT  TAB 50MG,69584-0853-10,TABS,50MG,OXFORD PHA,6.2,81.7,0:00:00,05-19-23,198223,DIURETIC (TABS),Oral Diuretic (TAB)
SPIRONOLACT  TAB 50MG,16729-0226-01,TABS,50MG,ACCORD HEA,4.05,81.72,02-06-23,08-15-22,198223,DIURETIC (TABS),Oral Diuretic (TAB)
SPIRONOLACT  TAB 50MG,16729-0226-01,TABS,50MG,ACCORD HEA,4.05,81.72,02-06-23,08-15-22,198223,DIURETIC (TABS),Oral Diuretic (TAB)
SPIRONOLACT  TAB 50MG,69584-0853-50,TABS,50MG,OXFORD PHA,21,388.1,11-22-24,04-06-23,198223,DIURETIC (TABS),Oral Diuretic (TAB)
SPIRONOLACT  TAB 50MG,16729-0226-01,TABS,50MG,ACCORD HEA,4.05,81.72,02-06-23,08-15-22,198223,DIURETIC (TABS),Oral Diuretic (TAB)
SPIRONOLACT  TAB 50MG,16714-0085-02,TABS,50MG,NORTHSTAR,27,402.65,04-03-23,02-09-23,198223,DIURETIC (TABS),Oral Diuretic (TAB)
SPIRONOLACT  TAB 50MG,69584-0853-50,TABS,50MG,OXFORD PHA,21,388.1,11-22-24,04-06-23,198223,DIURETIC (TABS),Oral Diuretic (TAB)
SPIRONOLACT  TAB 50MG,16714-0085-02,TABS,50MG,NORTHSTAR,27,402.65,04-03-23,02-09-23,198223,DIURETIC (TABS),Oral Diuretic (TAB)
SPIRONOLACT  TAB 50MG,16714-0085-02,TABS,50MG,NORTHSTAR,27,402.65,04-03-23,02-09-23,198223,DIURETIC (TABS),Oral Diuretic (TAB)
SPIRONOLACT  TAB 50MG,16714-0085-02,TABS,50MG,NORTHSTAR,27,402.65,04-03-23,02-09-23,198223,DIURETIC (TABS),Oral Diuretic (TAB)
SPIRONOLACT  TAB 50MG,16729-0226-01,TABS,50MG,ACCORD HEA,4.05,81.72,02-06-23,08-15-22,198223,DIURETIC (TABS),Oral Diuretic (TAB)
SPIRONOLACT  TAB 50MG,69584-0853-50,TABS,50MG,OXFORD PHA,21,388.1,11-22-24,04-06-23,198223,DIURETIC (TABS),Oral Diuretic (TAB)
FAMOTIDINE   TAB 20MG,55111-0119-10,TABS,20MG,DR.REDDY'S,13.1,1734,0:00:00,04-08-24,310273,H2 BLOCKER (FAMOTIDINE) (TABS),Oral H2 Blocker (Famotidine) (TAB)
FINASTERIDE  TAB 1MG,67877-0455-90,TABS,1MG,ASCENDLABS,1.87,223.15,08-31-22,04-06-21,200172,HAIR LOSS (TABS),Oral Hair Loss (TAB)
MINOXIDIL    TAB 2.5MG,49884-0256-01,TABS,2.5MG,PAR PHARMA,3.29,78.17,11-21-24,11-06-23,197987,HAIR LOSS (TABS),Oral Hair Loss (TAB)
FINASTERIDE  TAB 1MG,57237-0061-30,TABS,1MG,RISING,0.98,81.38,10-04-24,08-29-24,200172,HAIR LOSS (TABS),Oral Hair Loss (TAB)
LITFULO      CAP 50MG,00069-0334-28,CAPS,50MG,PFIZER US,0,4749.23,0:00:00,06-29-24,2641607,Oral Medication,Oral Hair Loss Treatment (CAP)
FINASTERIDE  TAB 5MG,65862-0149-30,TABS,5MG,AUROBINDO,1.24,93.8,0:00:00,05-21-24,310346,HAIR LOSS TREATMENT (FINASTERIDE) (TABS),Oral Hair Loss Treatment (Finasteride) (TAB)
FINASTERIDE  TAB 5MG,65862-0149-30,TABS,5MG,AUROBINDO,1.24,93.8,0:00:00,05-21-24,310346,HAIR LOSS TREATMENT (FINASTERIDE) (TABS),Oral Hair Loss Treatment (Finasteride) (TAB)
FINASTERIDE  TAB 5MG,65862-0149-30,TABS,5MG,AUROBINDO,1.24,93.8,0:00:00,05-21-24,310346,HAIR LOSS TREATMENT (FINASTERIDE) (TABS),Oral Hair Loss Treatment (Finasteride) (TAB)
FINASTERIDE  TAB 5MG,65862-0149-05,TABS,5MG,AUROBINDO,19.87,1563.25,0:00:00,06-10-24,310346,HAIR LOSS TREATMENT (FINASTERIDE) (TABS),Oral Hair Loss Treatment (Finasteride) (TAB)
FINASTERIDE  TAB 5MG,65862-0149-30,TABS,5MG,AUROBINDO,1.24,93.8,0:00:00,05-21-24,310346,HAIR LOSS TREATMENT (FINASTERIDE) (TABS),Oral Hair Loss Treatment (Finasteride) (TAB)
FINASTERIDE  TAB 5MG,31722-0525-10,TABS,5MG,CAMBER PHA,39.8,3130.66,0:00:00,06-10-24,310346,HAIR LOSS TREATMENT (FINASTERIDE) (TABS),Oral Hair Loss Treatment (Finasteride) (TAB)
FINASTERIDE  TAB 5MG,31722-0525-90,TABS,5MG,CAMBER PHA,3.4,280.14,0:00:00,06-10-24,310346,HAIR LOSS TREATMENT (FINASTERIDE) (TABS),Oral Hair Loss Treatment (Finasteride) (TAB)
FINASTERIDE  TAB 5MG,65862-0149-05,TABS,5MG,AUROBINDO,19.87,1563.25,0:00:00,06-10-24,310346,HAIR LOSS TREATMENT (FINASTERIDE) (TABS),Oral Hair Loss Treatment (Finasteride) (TAB)
FINASTERIDE  TAB 5MG,65862-0149-05,TABS,5MG,AUROBINDO,19.87,1563.25,0:00:00,06-10-24,310346,HAIR LOSS TREATMENT (FINASTERIDE) (TABS),Oral Hair Loss Treatment (Finasteride) (TAB)
FINASTERIDE  TAB 5MG,31722-0525-90,TABS,5MG,CAMBER PHA,3.4,280.14,0:00:00,06-10-24,310346,HAIR LOSS TREATMENT (FINASTERIDE) (TABS),Oral Hair Loss Treatment (Finasteride) (TAB)
FINASTERIDE  TAB 5MG,31722-0525-10,TABS,5MG,CAMBER PHA,39.8,3130.66,0:00:00,06-10-24,310346,HAIR LOSS TREATMENT (FINASTERIDE) (TABS),Oral Hair Loss Treatment (Finasteride) (TAB)
FINASTERIDE  TAB 5MG,31722-0525-10,TABS,5MG,CAMBER PHA,39.8,3130.66,0:00:00,06-10-24,310346,HAIR LOSS TREATMENT (FINASTERIDE) (TABS),Oral Hair Loss Treatment (Finasteride) (TAB)
FINASTERIDE  TAB 5MG,31722-0525-90,TABS,5MG,CAMBER PHA,3.4,280.14,0:00:00,06-10-24,310346,HAIR LOSS TREATMENT (FINASTERIDE) (TABS),Oral Hair Loss Treatment (Finasteride) (TAB)
FINASTERIDE  TAB 5MG,31722-0525-90,TABS,5MG,CAMBER PHA,3.4,280.14,0:00:00,06-10-24,310346,HAIR LOSS TREATMENT (FINASTERIDE) (TABS),Oral Hair Loss Treatment (Finasteride) (TAB)
FINASTERIDE  TAB 5MG,65862-0149-05,TABS,5MG,AUROBINDO,19.87,1563.25,0:00:00,06-10-24,310346,HAIR LOSS TREATMENT (FINASTERIDE) (TABS),Oral Hair Loss Treatment (Finasteride) (TAB)
FINASTERIDE  TAB 5MG,31722-0525-10,TABS,5MG,CAMBER PHA,39.8,3130.66,0:00:00,06-10-24,310346,HAIR LOSS TREATMENT (FINASTERIDE) (TABS),Oral Hair Loss Treatment (Finasteride) (TAB)
BUT/APAP/CAF TAB,69367-0203-05,TABS,,WESTMINST,39.99,801.56,0:00:00,06-01-21,238154,HEADACHES (TABS),Oral Headaches (TAB)
GLYCOPYRROL  TAB 1MG,49884-0065-01,TABS,1MG,PAR PHARMA,7.24,131.25,11-22-24,12-06-23,197738,HYPERHIDROSIS (TABS),Oral Hyperhidrosis (TAB)
GLYCOPYRROL  TAB 1MG,13107-0014-01,TABS,1MG,AUROBINDO,0,131.29,0:00:00,06-27-24,197738,HYPERHIDROSIS (TABS),Oral Hyperhidrosis (TAB)
GLYCOPYRROL  TAB 1MG,13107-0014-01,TABS,1MG,AUROBINDO,0,131.29,0:00:00,06-27-24,197738,HYPERHIDROSIS (TABS),Oral Hyperhidrosis (TAB)
GLYCOPYRROL  TAB 1MG,49884-0065-01,TABS,1MG,PAR PHARMA,7.24,131.25,11-22-24,12-06-23,197738,HYPERHIDROSIS (TABS),Oral Hyperhidrosis (TAB)
GLYCOPYRROL  TAB 1MG,49884-0065-01,TABS,1MG,PAR PHARMA,7.24,131.25,11-22-24,12-06-23,197738,HYPERHIDROSIS (TABS),Oral Hyperhidrosis (TAB)
GLYCOPYRROL  TAB 1MG,16571-0743-09,TABS,1MG,RISING,7.69,131.29,0:00:00,11-08-23,197738,HYPERHIDROSIS (TABS),Oral Hyperhidrosis (TAB)
GLYCOPYRROL  TAB 1MG,13107-0014-01,TABS,1MG,AUROBINDO,0,131.29,0:00:00,06-27-24,197738,HYPERHIDROSIS (TABS),Oral Hyperhidrosis (TAB)
GLYCOPYRROL  TAB 1MG,16571-0743-09,TABS,1MG,RISING,7.69,131.29,0:00:00,11-08-23,197738,HYPERHIDROSIS (TABS),Oral Hyperhidrosis (TAB)
GLYCOPYRROL  TAB 1MG,16571-0743-09,TABS,1MG,RISING,7.69,131.29,0:00:00,11-08-23,197738,HYPERHIDROSIS (TABS),Oral Hyperhidrosis (TAB)
OTEZLA       TAB 30MG,55513-0137-60,TABS,30MG,   ,4549.99,5970.5,0:00:00,06-29-24,1492746,IMMUNE RESPONSE MOD (TABS),Oral Immune Response Mod (TAB)
XELJANZ      TAB 10MG,00069-1002-01,TABS,10MG,PFIZER US,4936.38,6940.73,0:00:00,12-30-23,2048568,IMMUNOMODULATOR (TABS),Oral Immunomodulator (TAB)
MYCOPHENOLAT CAP 250MG,23155-0830-05,CAPS,250MG,AVET PHARM,42.8,157.25,0:00:00,09-13-24,199058,Oral Medication,Oral Immunosuppressant (CAP)
MYCOPHENOLAT CAP 250MG,16729-0094-16,CAPS,250MG,ACCORD HEA,43.84,1961.61,0:00:00,11-05-24,199058,Oral Medication,Oral Immunosuppressant (CAP)
MYCOPHENOLAT CAP 250MG,23155-0830-05,CAPS,250MG,AVET PHARM,42.8,157.25,0:00:00,09-13-24,199058,Oral Medication,Oral Immunosuppressant (CAP)
MYCOPHENOLAT CAP 250MG,16729-0094-16,CAPS,250MG,ACCORD HEA,43.84,1961.61,0:00:00,11-05-24,199058,Oral Medication,Oral Immunosuppressant (CAP)
METHOTREXATE TAB 2.5MG,16729-0486-01,TABS,2.5MG,ACCORD HEA,8.39,400.95,10-05-23,12-17-21,105585,IMMUNOSUPPRESSANT (TABS),Oral Immunosuppressant (TAB)
METHOTREXATE TAB 2.5MG,16729-0486-01,TABS,2.5MG,ACCORD HEA,8.39,400.95,10-05-23,12-17-21,105585,IMMUNOSUPPRESSANT (TABS),Oral Immunosuppressant (TAB)
METHOTREXATE TAB 2.5MG,16729-0486-01,TABS,2.5MG,ACCORD HEA,8.39,400.95,10-05-23,12-17-21,105585,IMMUNOSUPPRESSANT (TABS),Oral Immunosuppressant (TAB)
METHOTREXATE TAB 2.5MG,00054-4550-15,TABS,2.5MG,HIKMA,2.99,145.8,04-28-22,06-11-21,105585,IMMUNOSUPPRESSANT (TABS),Oral Immunosuppressant (TAB)
METHOTREXATE TAB 2.5MG,59651-0182-01,TABS,2.5MG,AUROBINDO,11.99,356.9,10-22-24,08-29-24,105585,IMMUNOSUPPRESSANT (TABS),Oral Immunosuppressant (TAB)
HYDROXYCHLOR TAB 200MG,68382-0096-01,TABS,200MG,ZYDUS PHAR,8.59,436,02-08-24,02-08-24,979092,IMMUNOSUPPRESSANT (TABS),Oral Immunosuppressant (TAB)
HYDROXYCHLOR TAB 200MG,68382-0096-01,TABS,200MG,ZYDUS PHAR,8.59,436,02-08-24,02-08-24,979092,IMMUNOSUPPRESSANT (TABS),Oral Immunosuppressant (TAB)
HYDROXYCHLOR TAB 200MG,68382-0096-01,TABS,200MG,ZYDUS PHAR,8.59,436,02-08-24,02-08-24,979092,IMMUNOSUPPRESSANT (TABS),Oral Immunosuppressant (TAB)
METHOTREXATE TAB 2.5MG,00054-4550-15,TABS,2.5MG,HIKMA,2.99,145.8,04-28-22,06-11-21,105585,IMMUNOSUPPRESSANT (TABS),Oral Immunosuppressant (TAB)
METHOTREXATE TAB 2.5MG,00054-4550-15,TABS,2.5MG,HIKMA,2.99,145.8,04-28-22,06-11-21,105585,IMMUNOSUPPRESSANT (TABS),Oral Immunosuppressant (TAB)
METHOTREXATE TAB 2.5MG,59651-0182-01,TABS,2.5MG,AUROBINDO,11.99,356.9,10-22-24,08-29-24,105585,IMMUNOSUPPRESSANT (TABS),Oral Immunosuppressant (TAB)
METHOTREXATE TAB 2.5MG,59651-0182-01,TABS,2.5MG,AUROBINDO,11.99,356.9,10-22-24,08-29-24,105585,IMMUNOSUPPRESSANT (TABS),Oral Immunosuppressant (TAB)
